codigo;nome;uf;estado
61;JORDAO;AC;ACRE
4439;JOSE BOITEUX;SC;SANTA CATARINA
3548;JOSE BONIFACIO;SP;SÃO PAULO
1137;JOSE DA PENHA;RN;RIO GRANDE DO NORTE
773;JOSE DE FREITAS;PI;PIAUI
2651;JOSE GONCALVES DE MINAS;MG;MINAS GERAIS
2652;JOSE RAYDAN;MG;MINAS GERAIS
546;JOSELANDIA;MA;MARANHÃO
2653;JOSENOPOLIS;MG;MINAS GERAIS
5392;JOVIANIA;GO;GOIÁS
5190;JUARA;MT;MATO GROSSO
1334;JUAREZ TAVORA;PB;PARAIBA
375;JUARINA;TO;TOCANTIS
2655;JUATUBA;MG;MINAS GERAIS
1335;JUAZEIRINHO;PB;PARAIBA
2038;JUAZEIRO;BA;BAHIA
986;JUAZEIRO DO NORTE;CE;CEARA
774;JUAZEIRO DO PIAUI;PI;PIAUI
987;JUCAS;CE;CEARA
1554;JUCATI;PE;PERNAMBUCO
2039;JUCURUCU;BA;BAHIA
1138;JUCURUTU;RN;RIO GRANDE DO NORTE
5191;JUINA;MT;MATO GROSSO
2656;JUIZ DE FORA;MG;MINAS GERAIS
775;JULIO BORGES;PI;PIAUI
4806;JULIO DE CASTILHOS;RS;RIO GRANDE DO SUL
3549;JULIO MESQUITA;SP;SÃO PAULO
3550;JUMIRIM;SP;SÃO PAULO
547;JUNCO DO MARANHAO;MA;MARANHÃO
1336;JUNCO DO SERIDO;PB;PARAIBA
1687;JUNDIA;AL;ALAGOAS
3551;JUNDIAI;SP;SÃO PAULO
4081;JUNDIAI DO SUL;PR;PARANÁ
1688;JUNQUEIRO;AL;ALAGOAS
3552;JUNQUEIROPOLIS;SP;SÃO PAULO
1555;JUPI;PE;PERNAMBUCO
4440;JUPIA;SC;SANTA CATARINA
3553;JUQUIA;SP;SÃO PAULO
3554;JUQUITIBA;SP;SÃO PAULO
2657;JURAMENTO;MG;MINAS GERAIS
4082;JURANDA;PR;PARANÁ
776;JUREMA;PI;PIAUI
1556;JUREMA;PE;PERNAMBUCO
1337;JURIPIRANGA;PB;PARAIBA
1338;JURU;PB;PARAIBA
107;JURUA;AM;AMAZONAS
2658;JURUAIA;MG;MINAS GERAIS
5192;JURUENA;MT;MATO GROSSO
213;JURUTI;PA;PARA
5193;JUSCIMEIRA;MT;MATO GROSSO
5393;JUSSARA;GO;GOIÁS
2040;JUSSARA;BA;BAHIA
4083;JUSSARA;PR;PARANÁ
2041;JUSSARI;BA;BAHIA
2042;JUSSIAPE;BA;BAHIA
108;JUTAI;AM;AMAZONAS
5107;JUTI;MS;MATO GROSSO DO SUL
2659;JUVENILIA;MG;MINAS GERAIS
4084;KALORE;PR;PARANÁ
109;LABREA;AM;AMAZONAS
4441;LACERDOPOLIS;SC;SANTA CATARINA
2660;LADAINHA;MG;MINAS GERAIS
5108;LADARIO;MS;MATO GROSSO DO SUL
2043;LAFAIETE COUTINHO;BA;BAHIA
2661;LAGAMAR;MG;MINAS GERAIS
1779;LAGARTO;SE;SERGIPE
4442;LAGES;SC;SANTA CATARINA
548;LAGO DA PEDRA;MA;MARANHÃO
549;LAGO DO JUNCO;MA;MARANHÃO
552;LAGO DOS RODRIGUES;MA;MARANHÃO
550;LAGO VERDE;MA;MARANHÃO
1339;LAGOA;PB;PARAIBA
778;LAGOA ALEGRE;PI;PIAUI
1139;LAGOA D'ANTA;RN;RIO GRANDE DO NORTE
1689;LAGOA DA CANOA;AL;ALAGOAS
376;LAGOA DA CONFUSAO;TO;TOCANTIS
2662;LAGOA DA PRATA;MG;MINAS GERAIS
1340;LAGOA DE DENTRO;PB;PARAIBA
1140;LAGOA DE PEDRAS;RN;RIO GRANDE DO NORTE
780;LAGOA DE SAO FRANCISCO;PI;PIAUI
1141;LAGOA DE VELHOS;RN;RIO GRANDE DO NORTE
779;LAGOA DO BARRO DO PIAUI;PI;PIAUI
1557;LAGOA DO CARRO;PE;PERNAMBUCO
1558;LAGOA DO ITAENGA;PE;PERNAMBUCO
551;LAGOA DO MATO;MA;MARANHÃO
1559;LAGOA DO OURO;PE;PERNAMBUCO
781;LAGOA DO PIAUI;PI;PIAUI
782;LAGOA DO SITIO;PI;PIAUI
377;LAGOA DO TOCANTINS;TO;TOCANTIS
1560;LAGOA DOS GATOS;PE;PERNAMBUCO
2663;LAGOA DOS PATOS;MG;MINAS GERAIS
4808;LAGOA DOS TRES CANTOS;RS;RIO GRANDE DO SUL
2664;LAGOA DOURADA;MG;MINAS GERAIS
2665;LAGOA FORMOSA;MG;MINAS GERAIS
1561;LAGOA GRANDE;PE;PERNAMBUCO
2666;LAGOA GRANDE;MG;MINAS GERAIS
553;LAGOA GRANDE DO MARANHAO;MA;MARANHÃO
1142;LAGOA NOVA;RN;RIO GRANDE DO NORTE
2044;LAGOA REAL;BA;BAHIA
1143;LAGOA SALGADA;RN;RIO GRANDE DO NORTE
2667;LAGOA SANTA;MG;MINAS GERAIS
1341;LAGOA SECA;PB;PARAIBA
4809;LAGOA VERMELHA;RS;RIO GRANDE DO SUL
4807;LAGOAO;RS;RIO GRANDE DO SUL
3555;LAGOINHA;SP;SÃO PAULO
777;LAGOINHA DO PIAUI;PI;PIAUI
4443;LAGUNA;SC;SANTA CATARINA
5109;LAGUNA CARAPA;MS;MATO GROSSO DO SUL
2045;LAJE;BA;BAHIA
3202;LAJE DO MURIAE;RJ;RIO DE JANEIRO
4810;LAJEADO;RS;RIO GRANDE DO SUL
378;LAJEADO;TO;TOCANTIS
4811;LAJEADO DO BUGRE;RS;RIO GRANDE DO SUL
4444;LAJEADO GRANDE;SC;SANTA CATARINA
554;LAJEADO NOVO;MA;MARANHÃO
2046;LAJEDAO;BA;BAHIA
2047;LAJEDINHO;BA;BAHIA
1562;LAJEDO;PE;PERNAMBUCO
2048;LAJEDO DO TABOCAL;BA;BAHIA
1144;LAJES;RN;RIO GRANDE DO NORTE
1145;LAJES PINTADAS;RN;RIO GRANDE DO NORTE
2668;LAJINHA;MG;MINAS GERAIS
2049;LAMARAO;BA;BAHIA
2669;LAMBARI;MG;MINAS GERAIS
5194;LAMBARI D'OESTE;MT;MATO GROSSO
2670;LAMIM;MG;MINAS GERAIS
783;LANDRI SALES;PI;PIAUI
4085;LAPA;PR;PARANÁ
2050;LAPAO;BA;BAHIA
3130;LARANJA DA TERRA;ES;ESPÍRITO SANTO
2671;LARANJAL;MG;MINAS GERAIS
4086;LARANJAL;PR;PARANÁ
302;LARANJAL DO JARI;AP;AMAPÁ
3556;LARANJAL PAULISTA;SP;SÃO PAULO
1780;LARANJEIRAS;SE;SERGIPE
4087;LARANJEIRAS DO SUL;PR;PARANÁ
2672;LASSANCE;MG;MINAS GERAIS
1342;LASTRO;PB;PARAIBA
4445;LAURENTINO;SC;SANTA CATARINA
2051;LAURO DE FREITAS;BA;BAHIA
4446;LAURO MULLER;SC;SANTA CATARINA
379;LAVANDEIRA;TO;TOCANTIS
3557;LAVINIA;SP;SÃO PAULO
2673;LAVRAS;MG;MINAS GERAIS
988;LAVRAS DA MANGABEIRA;CE;CEARA
4812;LAVRAS DO SUL;RS;RIO GRANDE DO SUL
3558;LAVRINHAS;SP;SÃO PAULO
2674;LEANDRO FERREIRA;MG;MINAS GERAIS
4447;LEBON REGIS;SC;SANTA CATARINA
3559;LEME;SP;SÃO PAULO
2675;LEME DO PRADO;MG;MINAS GERAIS
2052;LENCOIS;BA;BAHIA
3560;LENCOIS PAULISTA;SP;SÃO PAULO
4448;LEOBERTO LEAL;SC;SANTA CATARINA
2676;LEOPOLDINA;MG;MINAS GERAIS
5394;LEOPOLDO DE BULHOES;GO;GOIÁS
4088;LEOPOLIS;PR;PARANÁ
4813;LIBERATO SALZANO;RS;RIO GRANDE DO SUL
2677;LIBERDADE;MG;MINAS GERAIS
2053;LICINIO DE ALMEIDA;BA;BAHIA
4089;LIDIANOPOLIS;PR;PARANÁ
555;LIMA CAMPOS;MA;MARANHÃO
2678;LIMA DUARTE;MG;MINAS GERAIS
3561;LIMEIRA;SP;SÃO PAULO
2679;LIMEIRA DO OESTE;MG;MINAS GERAIS
1563;LIMOEIRO;PE;PERNAMBUCO
1690;LIMOEIRO DE ANADIA;AL;ALAGOAS
214;LIMOEIRO DO AJURU;PA;PARA
989;LIMOEIRO DO NORTE;CE;CEARA
4090;LINDOESTE;PR;PARANÁ
3562;LINDOIA;SP;SÃO PAULO
4449;LINDOIA DO SUL;SC;SANTA CATARINA
4814;LINDOLFO COLLOR;RS;RIO GRANDE DO SUL
4815;LINHA NOVA;RS;RIO GRANDE DO SUL
3131;LINHARES;ES;ESPÍRITO SANTO
3563;LINS;SP;SÃO PAULO
1343;LIVRAMENTO;PB;PARAIBA
2054;LIVRAMENTO DO BRUMADO;BA;BAHIA
380;LIZARDA;TO;TOCANTIS
4091;LOANDA;PR;PARANÁ
4092;LOBATO;PR;PARANÁ
1344;LOGRADOURO;PB;PARAIBA
4093;LONDRINA;PR;PARANÁ
2680;LONTRA;MG;MINAS GERAIS
4450;LONTRAS;SC;SANTA CATARINA
3564;LORENA;SP;SÃO PAULO
556;LORETO;MA;MARANHÃO
3565;LOURDES;SP;SÃO PAULO
3566;LOUVEIRA;SP;SÃO PAULO
5195;LUCAS DO RIO VERDE;MT;MATO GROSSO
3567;LUCELIA;SP;SÃO PAULO
1345;LUCENA;PB;PARAIBA
3568;LUCIANOPOLIS;SP;SÃO PAULO
5196;LUCIARA;MT;MATO GROSSO
1146;LUCRECIA;RN;RIO GRANDE DO NORTE
3569;LUIS ANTONIO;SP;SÃO PAULO
784;LUIS CORREIA;PI;PIAUI
557;LUIS DOMINGUES;MA;MARANHÃO
1147;LUIS GOMES;RN;RIO GRANDE DO NORTE
2681;LUISBURGO;MG;MINAS GERAIS
2682;LUISLANDIA;MG;MINAS GERAIS
4451;LUIZ ALVES;SC;SANTA CATARINA
4094;LUIZIANA;PR;PARANÁ
3570;LUIZIANIA;SP;SÃO PAULO
2683;LUMINARIAS;MG;MINAS GERAIS
4095;LUNARDELLI;PR;PARANÁ
3571;LUPERCIO;SP;SÃO PAULO
4096;LUPIONOPOLIS;PR;PARANÁ
3572;LUTECIA;SP;SÃO PAULO
2684;LUZ;MG;MINAS GERAIS
4452;LUZERNA;SC;SANTA CATARINA
5395;LUZIANIA;GO;GOIÁS
785;LUZILANDIA;PI;PIAUI
381;LUZINOPOLIS;TO;TOCANTIS
3203;MACAE;RJ;RIO DE JANEIRO
1148;MACAIBA;RN;RIO GRANDE DO NORTE
2055;MACAJUBA;BA;BAHIA
4817;MACAMBARA;RS;RIO GRANDE DO SUL
1781;MACAMBIRA;SE;SERGIPE
303;MACAPA;AP;AMAPÁ
1564;MACAPARANA;PE;PERNAMBUCO
2056;MACARANI;BA;BAHIA
3573;MACATUBA;SP;SÃO PAULO
1149;MACAU;RN;RIO GRANDE DO NORTE
3574;MACAUBAL;SP;SÃO PAULO
2057;MACAUBAS;BA;BAHIA
3575;MACEDONIA;SP;SÃO PAULO
1691;MACEIO;AL;ALAGOAS
2685;MACHACALIS;MG;MINAS GERAIS
4816;MACHADINHO;RS;RIO GRANDE DO SUL
13;MACHADINHO D'OESTE;RO;RONDÔNIA
2686;MACHADO;MG;MINAS GERAIS
1565;MACHADOS;PE;PERNAMBUCO
4453;MACIEIRA;SC;SANTA CATARINA
3204;MACUCO;RJ;RIO DE JANEIRO
2058;MACURURE;BA;BAHIA
990;MADALENA;CE;CEARA
786;MADEIRO;PI;PIAUI
2059;MADRE DE DEUS;BA;BAHIA
2687;MADRE DE DEUS DE MINAS;MG;MINAS GERAIS
1346;MAE D'AGUA;PB;PARAIBA
215;MAE DO RIO;PA;PARA
2060;MAETINGA;BA;BAHIA
4454;MAFRA;SC;SANTA CATARINA
216;MAGALHAES BARATA;PA;PARA
558;MAGALHAES DE ALMEIDA;MA;MARANHÃO
3576;MAGDA;SP;SÃO PAULO
3205;MAGE;RJ;RIO DE JANEIRO
2061;MAIQUINIQUE;BA;BAHIA
2062;MAIRI;BA;BAHIA
3577;MAIRINQUE;SP;SÃO PAULO
3578;MAIRIPORA;SP;SÃO PAULO
5396;MAIRIPOTABA;GO;GOIÁS
4455;MAJOR GERCINO;SC;SANTA CATARINA
1692;MAJOR ISIDORO;AL;ALAGOAS
1150;MAJOR SALES;RN;RIO GRANDE DO NORTE
4456;MAJOR VIEIRA;SC;SANTA CATARINA
2688;MALACACHETA;MG;MINAS GERAIS
2063;MALHADA;BA;BAHIA
2064;MALHADA DE PEDRAS;BA;BAHIA
1782;MALHADA DOS BOIS;SE;SERGIPE
1783;MALHADOR;SE;SERGIPE
4097;MALLET;PR;PARANÁ
1347;MALTA;PB;PARAIBA
1348;MAMANGUAPE;PB;PARAIBA
5397;MAMBAI;GO;GOIÁS
4098;MAMBORE;PR;PARANÁ
2689;MAMONAS;MG;MINAS GERAIS
4818;MAMPITUBA;RS;RIO GRANDE DO SUL
110;MANACAPURU;AM;AMAZONAS
1349;MANAIRA;PB;PARAIBA
111;MANAQUIRI;AM;AMAZONAS
1566;MANARI;PE;PERNAMBUCO
112;MANAUS;AM;AMAZONAS
62;MANCIO LIMA;AC;ACRE
4099;MANDAGUACU;PR;PARANÁ
4100;MANDAGUARI;PR;PARANÁ
4101;MANDIRITUBA;PR;PARANÁ
3579;MANDURI;SP;SÃO PAULO
4102;MANFRINOPOLIS;PR;PARANÁ
2690;MANGA;MG;MINAS GERAIS
3206;MANGARATIBA;RJ;RIO DE JANEIRO
4103;MANGUEIRINHA;PR;PARANÁ
2691;MANHUACU;MG;MINAS GERAIS
2692;MANHUMIRIM;MG;MINAS GERAIS
113;MANICORE;AM;AMAZONAS
787;MANOEL EMIDIO;PI;PIAUI
4104;MANOEL RIBAS;PR;PARANÁ
63;MANOEL URBANO;AC;ACRE
4819;MANOEL VIANA;RS;RIO GRANDE DO SUL
2065;MANOEL VITORINO;BA;BAHIA
2066;MANSIDAO;BA;BAHIA
2693;MANTENA;MG;MINAS GERAIS
3132;MANTENOPOLIS;ES;ESPÍRITO SANTO
4820;MAQUINE;RS;RIO GRANDE DO SUL
2695;MAR DE ESPANHA;MG;MINAS GERAIS
1697;MAR VERMELHO;AL;ALAGOAS
5398;MARA ROSA;GO;GOIÁS
114;MARAA;AM;AMAZONAS
217;MARABA;PA;PARA
3580;MARABA PAULISTA;SP;SÃO PAULO
559;MARACACUME;MA;MARANHÃO
3581;MARACAI;SP;SÃO PAULO
4457;MARACAJA;SC;SANTA CATARINA
5110;MARACAJU;MS;MATO GROSSO DO SUL
218;MARACANA;PA;PARA
991;MARACANAU;CE;CEARA
2067;MARACAS;BA;BAHIA
1693;MARAGOGI;AL;ALAGOAS
2068;MARAGOGIPE;BA;BAHIA
1567;MARAIAL;PE;PERNAMBUCO
560;MARAJA DO SENA;MA;MARANHÃO
992;MARANGUAPE;CE;CEARA
561;MARANHAOZINHO;MA;MARANHÃO
219;MARAPANIM;PA;PARA
3582;MARAPOAMA;SP;SÃO PAULO
4821;MARATA;RS;RIO GRANDE DO SUL
3133;MARATAIZES;ES;ESPÍRITO SANTO
4822;MARAU;RS;RIO GRANDE DO SUL
2069;MARAU;BA;BAHIA
1694;MARAVILHA;AL;ALAGOAS
4458;MARAVILHA;SC;SANTA CATARINA
2694;MARAVILHAS;MG;MINAS GERAIS
1350;MARCACAO;PB;PARAIBA
5198;MARCELANDIA;MT;MATO GROSSO
4823;MARCELINO RAMOS;RS;RIO GRANDE DO SUL
1151;MARCELINO VIEIRA;RN;RIO GRANDE DO NORTE
2070;MARCIONILIO SOUZA;BA;BAHIA
993;MARCO;CE;CEARA
788;MARCOLANDIA;PI;PIAUI
789;MARCOS PARENTE;PI;PIAUI
4105;MARECHAL CANDIDO RONDON;PR;PARANÁ
1695;MARECHAL DEODORO;AL;ALAGOAS
3134;MARECHAL FLORIANO;ES;ESPÍRITO SANTO
64;MARECHAL THAUMATURGO;AC;ACRE
4459;MAREMA;SC;SANTA CATARINA
1351;MARI;PB;PARAIBA
2696;MARIA DA FE;MG;MINAS GERAIS
4106;MARIA HELENA;PR;PARANÁ
4107;MARIALVA;PR;PARANÁ
2697;MARIANA;MG;MINAS GERAIS
4824;MARIANA PIMENTEL;RS;RIO GRANDE DO SUL
4825;MARIANO MORO;RS;RIO GRANDE DO SUL
382;MARIANOPOLIS DO TOCANTINS;TO;TOCANTIS
3583;MARIAPOLIS;SP;SÃO PAULO
1696;MARIBONDO;AL;ALAGOAS
3207;MARICA;RJ;RIO DE JANEIRO
2698;MARILAC;MG;MINAS GERAIS
3135;MARILANDIA;ES;ESPÍRITO SANTO
4108;MARILANDIA DO SUL;PR;PARANÁ
4109;MARILENA;PR;PARANÁ
3584;MARILIA;SP;SÃO PAULO
4110;MARILUZ;PR;PARANÁ
4111;MARINGA;PR;PARANÁ
3585;MARINOPOLIS;SP;SÃO PAULO
2699;MARIO CAMPOS;MG;MINAS GERAIS
4112;MARIOPOLIS;PR;PARANÁ
4113;MARIPA;PR;PARANÁ
2700;MARIPA DE MINAS;MG;MINAS GERAIS
220;MARITUBA;PA;PARA
1352;MARIZOPOLIS;PB;PARAIBA
2701;MARLIERIA;MG;MINAS GERAIS
4114;MARMELEIRO;PR;PARANÁ
2702;MARMELOPOLIS;MG;MINAS GERAIS
4826;MARQUES DE SOUZA;RS;RIO GRANDE DO SUL
4115;MARQUINHO;PR;PARANÁ
2703;MARTINHO CAMPOS;MG;MINAS GERAIS
994;MARTINOPOLE;CE;CEARA
3586;MARTINOPOLIS;SP;SÃO PAULO
1152;MARTINS;RN;RIO GRANDE DO NORTE
2704;MARTINS SOARES;MG;MINAS GERAIS
1784;MARUIM;SE;SERGIPE
4116;MARUMBI;PR;PARANÁ
5399;MARZAGAO;GO;GOIÁS
2071;MASCOTE;BA;BAHIA
995;MASSAPE;CE;CEARA
790;MASSAPE DO PIAUI;PI;PIAUI
1353;MASSARANDUBA;PB;PARAIBA
4460;MASSARANDUBA;SC;SANTA CATARINA
4827;MATA;RS;RIO GRANDE DO SUL
2072;MATA DE SAO JOAO;BA;BAHIA
1698;MATA GRANDE;AL;ALAGOAS
562;MATA ROMA;MA;MARANHÃO
2705;MATA VERDE;MG;MINAS GERAIS
3587;MATAO;SP;SÃO PAULO
1354;MATARACA;PB;PARAIBA
383;MATEIROS;TO;TOCANTIS
4117;MATELANDIA;PR;PARANÁ
2706;MATERLANDIA;MG;MINAS GERAIS
2707;MATEUS LEME;MG;MINAS GERAIS
3082;MATHIAS LOBATO;MG;MINAS GERAIS
2708;MATIAS BARBOSA;MG;MINAS GERAIS
2709;MATIAS CARDOSO;MG;MINAS GERAIS
791;MATIAS OLIMPIO;PI;PIAUI
2073;MATINA;BA;BAHIA
563;MATINHA;MA;MARANHÃO
1355;MATINHAS;PB;PARAIBA
4118;MATINHOS;PR;PARANÁ
2710;MATIPO;MG;MINAS GERAIS
4828;MATO CASTELHANO;RS;RIO GRANDE DO SUL
1356;MATO GROSSO;PB;PARAIBA
4829;MATO LEITAO;RS;RIO GRANDE DO SUL
4119;MATO RICO;PR;PARANÁ
2711;MATO VERDE;MG;MINAS GERAIS
564;MATOES;MA;MARANHÃO
565;MATOES DO NORTE;MA;MARANHÃO
4461;MATOS COSTA;SC;SANTA CATARINA
2712;MATOZINHOS;MG;MINAS GERAIS
5400;MATRINCHA;GO;GOIÁS
1699;MATRIZ DE CAMARAGIBE;AL;ALAGOAS
5199;MATUPA;MT;MATO GROSSO
1357;MATUREIA;PB;PARAIBA
2713;MATUTINA;MG;MINAS GERAIS
3588;MAUA;SP;SÃO PAULO
4120;MAUA DA SERRA;PR;PARANÁ
115;MAUES;AM;AMAZONAS
5401;MAURILANDIA;GO;GOIÁS
384;MAURILANDIA DO TOCANTINS;TO;TOCANTIS
996;MAURITI;CE;CEARA
1153;MAXARANGUAPE;RN;RIO GRANDE DO NORTE
4830;MAXIMILIANO DE ALMEIDA;RS;RIO GRANDE DO SUL
304;MAZAGAO;AP;AMAPÁ
2714;MEDEIROS;MG;MINAS GERAIS
2074;MEDEIROS NETO;BA;BAHIA
4121;MEDIANEIRA;PR;PARANÁ
221;MEDICILANDIA;PA;PARA
2715;MEDINA;MG;MINAS GERAIS
4462;MELEIRO;SC;SANTA CATARINA
222;MELGACO;PA;PARA
3208;MENDES;RJ;RIO DE JANEIRO
2716;MENDES PIMENTEL;MG;MINAS GERAIS
3589;MENDONCA;SP;SÃO PAULO
4122;MERCEDES;PR;PARANÁ
2717;MERCES;MG;MINAS GERAIS
3590;MERIDIANO;SP;SÃO PAULO
997;MERUOCA;CE;CEARA
3591;MESOPOLIS;SP;SÃO PAULO
2718;MESQUITA;MG;MINAS GERAIS
1700;MESSIAS;AL;ALAGOAS
1154;MESSIAS TARGINO;RN;RIO GRANDE DO NORTE
792;MIGUEL ALVES;PI;PIAUI
2075;MIGUEL CALMON;BA;BAHIA
793;MIGUEL LEAO;PI;PIAUI
3209;MIGUEL PEREIRA;RJ;RIO DE JANEIRO
3592;MIGUELOPOLIS;SP;SÃO PAULO
2076;MILAGRES;BA;BAHIA
998;MILAGRES;CE;CEARA
566;MILAGRES DO MARANHAO;MA;MARANHÃO
999;MILHA;CE;CEARA
794;MILTON BRANDAO;PI;PIAUI
5402;MIMOSO DE GOIAS;GO;GOIÁS
3136;MIMOSO DO SUL;ES;ESPÍRITO SANTO
5403;MINACU;GO;GOIÁS
1701;MINADOR DO NEGRAO;AL;ALAGOAS
4831;MINAS DO LEAO;RS;RIO GRANDE DO SUL
2719;MINAS NOVAS;MG;MINAS GERAIS
2720;MINDURI;MG;MINAS GERAIS
5404;MINEIROS;GO;GOIÁS
3593;MINEIROS DO TIETE;SP;SÃO PAULO
38;MINISTRO ANDREAZZA;RO;RONDÔNIA
3595;MIRA ESTRELA;SP;SÃO PAULO
2721;MIRABELA;MG;MINAS GERAIS
3594;MIRACATU;SP;SÃO PAULO
3210;MIRACEMA;RJ;RIO DE JANEIRO
385;MIRACEMA DO TOCANTINS;TO;TOCANTIS
4123;MIRADOR;PR;PARANÁ
567;MIRADOR;MA;MARANHÃO
2722;MIRADOURO;MG;MINAS GERAIS
4832;MIRAGUAI;RS;RIO GRANDE DO SUL
2723;MIRAI;MG;MINAS GERAIS
1000;MIRAIMA;CE;CEARA
5111;MIRANDA;MS;MATO GROSSO DO SUL
568;MIRANDA DO NORTE;MA;MARANHÃO
1568;MIRANDIBA;PE;PERNAMBUCO
3596;MIRANDOPOLIS;SP;SÃO PAULO
2077;MIRANGABA;BA;BAHIA
386;MIRANORTE;TO;TOCANTIS
2078;MIRANTE;BA;BAHIA
39;MIRANTE DA SERRA;RO;RONDÔNIA
3597;MIRANTE DO PARANAPANEMA;SP;SÃO PAULO
4124;MIRASELVA;PR;PARANÁ
3598;MIRASSOL;SP;SÃO PAULO
5200;MIRASSOL D'OESTE;MT;MATO GROSSO
3599;MIRASSOLANDIA;SP;SÃO PAULO
2724;MIRAVANIA;MG;MINAS GERAIS
4463;MIRIM DOCE;SC;SANTA CATARINA
569;MIRINZAL;MA;MARANHÃO
4125;MISSAL;PR;PARANÁ
1001;MISSAO VELHA;CE;CEARA
223;MOCAJUBA;PA;PARA
3600;MOCOCA;SP;SÃO PAULO
4464;MODELO;SC;SANTA CATARINA
2725;MOEDA;MG;MINAS GERAIS
2726;MOEMA;MG;MINAS GERAIS
1358;MOGEIRO;PB;PARAIBA
5405;MOIPORA;GO;GOIÁS
1785;MOITA BONITA;SE;SERGIPE
3601;MOJI DAS CRUZES;SP;SÃO PAULO
3602;MOJI-GUACU;SP;SÃO PAULO
3603;MOJI-MIRIM;SP;SÃO PAULO
224;MOJU;PA;PARA
1002;MOMBACA;CE;CEARA
3604;MOMBUCA;SP;SÃO PAULO
570;MONCAO;MA;MARANHÃO
3605;MONCOES;SP;SÃO PAULO
4465;MONDAI;SC;SANTA CATARINA
3606;MONGAGUA;SP;SÃO PAULO
2727;MONJOLOS;MG;MINAS GERAIS
795;MONSENHOR GIL;PI;PIAUI
796;MONSENHOR HIPOLITO;PI;PIAUI
2728;MONSENHOR PAULO;MG;MINAS GERAIS
1003;MONSENHOR TABOSA;CE;CEARA
1359;MONTADAS;PB;PARAIBA
2729;MONTALVANIA;MG;MINAS GERAIS
3137;MONTANHA;ES;ESPÍRITO SANTO
1155;MONTANHAS;RN;RIO GRANDE DO NORTE
4833;MONTAURI;RS;RIO GRANDE DO SUL
225;MONTE ALEGRE;PA;PARA
1156;MONTE ALEGRE;RN;RIO GRANDE DO NORTE
5406;MONTE ALEGRE DE GOIAS;GO;GOIÁS
2730;MONTE ALEGRE DE MINAS;MG;MINAS GERAIS
1786;MONTE ALEGRE DE SERGIPE;SE;SERGIPE
797;MONTE ALEGRE DO PIAUI;PI;PIAUI
3607;MONTE ALEGRE DO SUL;SP;SÃO PAULO
4834;MONTE ALEGRE DOS CAMPOS;RS;RIO GRANDE DO SUL
3608;MONTE ALTO;SP;SÃO PAULO
3609;MONTE APRAZIVEL;SP;SÃO PAULO
2731;MONTE AZUL;MG;MINAS GERAIS
3610;MONTE AZUL PAULISTA;SP;SÃO PAULO
2732;MONTE BELO;MG;MINAS GERAIS
4835;MONTE BELO DO SUL;RS;RIO GRANDE DO SUL
4466;MONTE CARLO;SC;SANTA CATARINA
2733;MONTE CARMELO;MG;MINAS GERAIS
4467;MONTE CASTELO;SC;SANTA CATARINA
3611;MONTE CASTELO;SP;SÃO PAULO
1157;MONTE DAS GAMELEIRAS;RN;RIO GRANDE DO NORTE
387;MONTE DO CARMO;TO;TOCANTIS
2734;MONTE FORMOSO;MG;MINAS GERAIS
1360;MONTE HOREBE;PB;PARAIBA
3613;MONTE MOR;SP;SÃO PAULO
40;MONTE NEGRO;RO;RONDÔNIA
2079;MONTE SANTO;BA;BAHIA
2735;MONTE SANTO DE MINAS;MG;MINAS GERAIS
388;MONTE SANTO DO TOCANTINS;TO;TOCANTIS
2737;MONTE SIAO;MG;MINAS GERAIS
1361;MONTEIRO;PB;PARAIBA
3612;MONTEIRO LOBATO;SP;SÃO PAULO
1702;MONTEIROPOLIS;AL;ALAGOAS
4836;MONTENEGRO;RS;RIO GRANDE DO SUL
571;MONTES ALTOS;MA;MARANHÃO
2736;MONTES CLAROS;MG;MINAS GERAIS
5407;MONTES CLAROS DE GOIAS;GO;GOIÁS
2738;MONTEZUMA;MG;MINAS GERAIS
5408;MONTIVIDIU;GO;GOIÁS
5409;MONTIVIDIU DO NORTE;GO;GOIÁS
1004;MORADA NOVA;CE;CEARA
2739;MORADA NOVA DE MINAS;MG;MINAS GERAIS
1005;MORAUJO;CE;CEARA
1622;MOREILANDIA;PE;PERNAMBUCO
4126;MOREIRA SALES;PR;PARANÁ
1569;MORENO;PE;PERNAMBUCO
4837;MORMACO;RS;RIO GRANDE DO SUL
2080;MORPARA;BA;BAHIA
4127;MORRETES;PR;PARANÁ
5410;MORRINHOS;GO;GOIÁS
1006;MORRINHOS;CE;CEARA
4838;MORRINHOS DO SUL;RS;RIO GRANDE DO SUL
3614;MORRO AGUDO;SP;SÃO PAULO
5411;MORRO AGUDO DE GOIAS;GO;GOIÁS
798;MORRO CABECA NO TEMPO;PI;PIAUI
4468;MORRO DA FUMACA;SC;SANTA CATARINA
2740;MORRO DA GARCA;MG;MINAS GERAIS
2081;MORRO DO CHAPEU;BA;BAHIA
799;MORRO DO CHAPEU DO PIAUI;PI;PIAUI
2741;MORRO DO PILAR;MG;MINAS GERAIS
4469;MORRO GRANDE;SC;SANTA CATARINA
4839;MORRO REDONDO;RS;RIO GRANDE DO SUL
4840;MORRO REUTER;RS;RIO GRANDE DO SUL
572;MORROS;MA;MARANHÃO
2082;MORTUGABA;BA;BAHIA
3615;MORUNGABA;SP;SÃO PAULO
389;MOSQUITO;TO;TOCANTIS
